Frequency (Hz),1A,2A,3A,4A,5A
112254.1553,3.71E-06,3.87E-06,3.65E-06,2.73E-06,3.36E-06
112283.8252,4.00E-06,3.14E-06,3.43E-06,3.37E-06,3.57E-06
112313.4951,4.84E-06,2.84E-06,3.78E-06,3.74E-06,3.56E-06
112343.1649,5.11E-06,2.81E-06,3.92E-06,4.00E-06,3.52E-06
112372.8348,3.69E-06,3.49E-06,4.40E-06,3.54E-06,2.98E-06
112402.5047,3.72E-06,4.68E-06,3.71E-06,2.93E-06,2.68E-06
112432.1745,3.63E-06,4.66E-06,3.94E-06,3.23E-06,3.03E-06
112461.8444,3.95E-06,4.40E-06,3.57E-06,3.40E-06,3.29E-06
112491.5143,4.28E-06,4.41E-06,3.78E-06,3.13E-06,3.52E-06
112521.1841,3.49E-06,4.43E-06,3.69E-06,3.29E-06,3.53E-06
112550.854,3.52E-06,4.31E-06,3.21E-06,3.82E-06,3.40E-06
112580.5239,3.50E-06,4.28E-06,3.25E-06,3.55E-06,3.36E-06
112610.1937,3.55E-06,4.58E-06,3.42E-06,3.43E-06,3.55E-06
112639.8636,3.79E-06,4.06E-06,3.31E-06,2.99E-06,3.99E-06
112669.5335,4.01E-06,3.63E-06,3.69E-06,3.60E-06,3.77E-06
112699.2033,4.75E-06,3.94E-06,3.31E-06,3.02E-06,3.98E-06
112728.8732,4.62E-06,3.01E-06,3.25E-06,3.41E-06,3.53E-06
112758.5431,3.96E-06,2.56E-06,3.84E-06,3.68E-06,3.09E-06
112788.2129,3.69E-06,2.80E-06,3.77E-06,3.82E-06,3.15E-06
112817.8828,3.68E-06,3.20E-06,4.31E-06,3.52E-06,2.58E-06
112847.5527,3.51E-06,3.74E-06,3.85E-06,3.80E-06,3.05E-06
112877.2225,3.34E-06,3.10E-06,4.03E-06,3.58E-06,3.39E-06
112906.8924,4.13E-06,3.85E-06,3.60E-06,3.67E-06,3.26E-06
112936.5623,4.42E-06,3.67E-06,3.31E-06,3.24E-06,2.92E-06
112966.2322,4.18E-06,4.13E-06,3.07E-06,3.77E-06,3.55E-06
112995.902,3.60E-06,3.57E-06,3.12E-06,4.55E-06,3.51E-06
113025.5719,3.64E-06,3.39E-06,3.45E-06,5.33E-06,3.16E-06
113055.2418,4.69E-06,3.42E-06,3.91E-06,4.66E-06,3.41E-06
113084.9116,4.28E-06,2.82E-06,3.44E-06,3.47E-06,2.93E-06
113114.5815,3.82E-06,4.26E-06,3.23E-06,3.43E-06,2.96E-06
113144.2514,3.80E-06,4.32E-06,3.42E-06,3.19E-06,3.38E-06
113173.9212,3.05E-06,3.25E-06,3.72E-06,2.91E-06,3.12E-06
113203.5911,3.33E-06,3.21E-06,3.50E-06,3.73E-06,3.54E-06
113233.261,3.42E-06,4.08E-06,3.34E-06,3.79E-06,3.67E-06
113262.9308,3.51E-06,4.02E-06,3.59E-06,3.72E-06,3.69E-06
113292.6007,2.66E-06,4.02E-06,3.75E-06,3.53E-06,4.08E-06
113322.2706,3.03E-06,3.87E-06,3.64E-06,3.34E-06,3.45E-06
113351.9404,3.82E-06,3.65E-06,3.33E-06,3.35E-06,3.69E-06
113381.6103,4.25E-06,4.04E-06,2.74E-06,3.57E-06,3.14E-06
113411.2802,3.92E-06,3.90E-06,2.82E-06,3.32E-06,2.37E-06
113440.95,3.68E-06,4.29E-06,3.09E-06,3.87E-06,2.87E-06
113470.6199,4.09E-06,4.15E-06,3.64E-06,3.85E-06,3.39E-06
113500.2898,4.82E-06,3.72E-06,3.39E-06,3.07E-06,3.85E-06
113529.9596,4.74E-06,3.72E-06,3.38E-06,3.57E-06,4.15E-06
113559.6295,4.39E-06,3.78E-06,3.81E-06,3.79E-06,3.85E-06
113589.2994,3.80E-06,3.60E-06,4.78E-06,3.55E-06,3.41E-06
113618.9692,4.04E-06,3.27E-06,4.89E-06,3.15E-06,3.45E-06
113648.6391,3.87E-06,3.44E-06,4.27E-06,3.64E-06,3.39E-06
113678.309,4.28E-06,3.94E-06,4.45E-06,3.61E-06,3.62E-06
113707.9788,3.15E-06,3.34E-06,3.56E-06,3.39E-06,3.31E-06
113737.6487,4.08E-06,2.87E-06,3.40E-06,3.93E-06,3.20E-06
113767.3186,3.79E-06,3.28E-06,3.82E-06,4.00E-06,3.09E-06
113796.9884,3.76E-06,3.27E-06,3.10E-06,4.28E-06,3.29E-06
113826.6583,3.61E-06,3.11E-06,3.75E-06,4.59E-06,4.16E-06
113856.3282,3.67E-06,2.96E-06,3.22E-06,4.11E-06,3.79E-06
113885.998,3.80E-06,3.42E-06,3.38E-06,3.05E-06,3.81E-06
113915.6679,4.27E-06,3.80E-06,3.06E-06,3.41E-06,3.91E-06
113945.3378,3.87E-06,3.07E-06,3.15E-06,3.96E-06,4.04E-06
113975.0077,3.50E-06,3.76E-06,3.88E-06,4.63E-06,3.53E-06
114004.6775,3.31E-06,4.18E-06,4.36E-06,3.86E-06,3.72E-06
114034.3474,3.73E-06,4.42E-06,3.10E-06,4.66E-06,3.67E-06
114064.0173,3.69E-06,4.40E-06,3.55E-06,4.18E-06,3.65E-06
114093.6871,3.17E-06,3.76E-06,4.05E-06,3.74E-06,2.98E-06
114123.357,3.64E-06,3.68E-06,3.79E-06,3.93E-06,4.21E-06
114153.0269,4.15E-06,3.28E-06,3.74E-06,4.09E-06,4.33E-06
114182.6967,4.02E-06,3.26E-06,3.45E-06,4.03E-06,4.26E-06
114212.3666,3.67E-06,3.77E-06,3.56E-06,4.60E-06,3.61E-06
114242.0365,4.18E-06,3.71E-06,3.96E-06,4.15E-06,3.70E-06
114271.7063,3.26E-06,3.65E-06,3.24E-06,4.44E-06,3.68E-06
114301.3762,3.36E-06,3.62E-06,3.44E-06,4.32E-06,3.66E-06
114331.0461,4.29E-06,3.28E-06,3.37E-06,4.24E-06,3.09E-06
114360.7159,3.92E-06,3.26E-06,3.45E-06,4.81E-06,3.14E-06
114390.3858,4.20E-06,4.12E-06,2.99E-06,5.86E-06,2.92E-06
114420.0557,3.58E-06,4.16E-06,3.18E-06,6.18E-06,2.65E-06
114449.7255,4.34E-06,3.39E-06,3.27E-06,5.99E-06,3.28E-06
114479.3954,3.88E-06,3.22E-06,3.78E-06,4.72E-06,3.13E-06
114509.0653,4.03E-06,3.30E-06,3.72E-06,4.40E-06,3.53E-06
114538.7351,4.34E-06,3.67E-06,3.59E-06,4.64E-06,4.09E-06
114568.405,3.55E-06,3.17E-06,3.04E-06,4.82E-06,4.14E-06
114598.0749,4.26E-06,3.22E-06,2.99E-06,4.20E-06,3.58E-06
114627.7447,4.46E-06,2.91E-06,3.66E-06,3.92E-06,3.50E-06
114657.4146,4.58E-06,3.86E-06,2.87E-06,4.13E-06,2.95E-06
114687.0845,5.10E-06,3.94E-06,3.33E-06,4.05E-06,3.15E-06
114716.7543,4.38E-06,4.00E-06,3.56E-06,4.50E-06,3.30E-06
114746.4242,4.09E-06,3.47E-06,3.34E-06,4.68E-06,3.89E-06
114776.0941,3.76E-06,3.35E-06,3.43E-06,5.53E-06,3.15E-06
114805.7639,3.50E-06,3.52E-06,3.92E-06,5.35E-06,3.17E-06
114835.4338,4.05E-06,2.97E-06,3.96E-06,5.72E-06,3.51E-06
114865.1037,3.71E-06,3.21E-06,3.63E-06,5.79E-06,3.89E-06
114894.7735,4.21E-06,3.20E-06,3.37E-06,4.68E-06,4.24E-06
114924.4434,4.60E-06,3.83E-06,3.19E-06,3.65E-06,4.41E-06
114954.1133,3.87E-06,3.62E-06,2.79E-06,4.09E-06,4.58E-06
114983.7831,3.99E-06,3.66E-06,3.44E-06,4.27E-06,4.40E-06
115013.453,3.79E-06,3.71E-06,3.39E-06,5.20E-06,4.12E-06
115043.1229,4.52E-06,3.99E-06,4.09E-06,6.10E-06,4.46E-06
115072.7928,5.21E-06,3.75E-06,3.10E-06,4.74E-06,4.37E-06
115102.4626,4.84E-06,3.74E-06,2.41E-06,4.52E-06,4.04E-06
115132.1325,4.20E-06,3.08E-06,3.03E-06,4.00E-06,4.65E-06
115161.8024,3.20E-06,3.37E-06,4.05E-06,4.29E-06,4.46E-06
115191.4722,3.65E-06,4.16E-06,3.79E-06,4.20E-06,3.95E-06
115221.1421,3.54E-06,4.23E-06,4.07E-06,4.24E-06,3.08E-06
115250.812,3.72E-06,3.72E-06,3.97E-06,5.02E-06,3.17E-06
115280.4818,3.74E-06,3.55E-06,4.10E-06,5.29E-06,3.82E-06
115310.1517,3.87E-06,3.49E-06,3.60E-06,4.50E-06,3.29E-06
115339.8216,3.74E-06,3.89E-06,2.92E-06,4.16E-06,3.27E-06
115369.4914,4.11E-06,4.01E-06,2.88E-06,4.61E-06,3.45E-06
115399.1613,3.82E-06,4.12E-06,4.09E-06,5.04E-06,3.37E-06
115428.8312,4.45E-06,3.10E-06,4.10E-06,5.34E-06,2.29E-06
115458.501,4.16E-06,3.03E-06,3.71E-06,4.96E-06,2.71E-06
115488.1709,4.21E-06,3.18E-06,3.22E-06,4.39E-06,3.42E-06
115517.8408,4.13E-06,3.26E-06,3.35E-06,4.03E-06,3.40E-06
115547.5106,3.20E-06,3.92E-06,2.72E-06,3.34E-06,3.60E-06
115577.1805,3.19E-06,4.23E-06,2.86E-06,2.43E-06,3.16E-06
115606.8504,3.68E-06,3.83E-06,3.07E-06,3.42E-06,2.58E-06
115636.5202,4.78E-06,3.85E-06,3.39E-06,3.28E-06,2.93E-06
115666.1901,4.83E-06,3.91E-06,3.66E-06,3.63E-06,2.58E-06
115695.86,4.44E-06,3.84E-06,4.06E-06,3.87E-06,3.39E-06
115725.5298,4.84E-06,3.76E-06,4.40E-06,4.42E-06,3.18E-06
115755.1997,4.16E-06,3.00E-06,4.03E-06,4.16E-06,3.08E-06
115784.8696,3.91E-06,3.17E-06,3.69E-06,3.16E-06,3.42E-06
115814.5394,3.94E-06,4.10E-06,3.76E-06,2.80E-06,3.37E-06
115844.2093,3.38E-06,4.26E-06,3.48E-06,2.63E-06,3.64E-06
115873.8792,4.10E-06,3.95E-06,3.12E-06,2.95E-06,4.44E-06
115903.549,4.26E-06,4.44E-06,2.83E-06,3.61E-06,4.97E-06
115933.2189,4.07E-06,4.77E-06,2.72E-06,3.45E-06,6.23E-06
115962.8888,3.65E-06,4.78E-06,2.92E-06,3.40E-06,6.97E-06
115992.5586,3.41E-06,4.12E-06,3.06E-06,3.12E-06,6.88E-06
116022.2285,4.06E-06,4.79E-06,3.23E-06,3.78E-06,6.71E-06
116051.8984,3.83E-06,3.53E-06,3.22E-06,4.20E-06,6.35E-06
116081.5683,3.39E-06,3.70E-06,3.76E-06,4.10E-06,5.34E-06
116111.2381,3.32E-06,3.73E-06,3.34E-06,3.93E-06,5.30E-06
116140.908,3.63E-06,4.47E-06,3.06E-06,3.22E-06,5.43E-06
116170.5779,4.51E-06,4.57E-06,2.47E-06,3.66E-06,5.29E-06
116200.2477,4.75E-06,3.96E-06,2.90E-06,3.76E-06,5.07E-06
116229.9176,4.51E-06,3.47E-06,2.48E-06,3.43E-06,5.33E-06
116259.5875,4.66E-06,3.48E-06,2.47E-06,3.85E-06,5.31E-06
116289.2573,4.40E-06,3.84E-06,3.09E-06,3.94E-06,4.61E-06
116318.9272,3.07E-06,3.48E-06,3.75E-06,3.39E-06,4.35E-06
116348.5971,3.44E-06,3.40E-06,3.65E-06,3.14E-06,3.57E-06
116378.2669,3.47E-06,2.92E-06,2.84E-06,3.46E-06,3.34E-06
116407.9368,3.72E-06,2.78E-06,3.38E-06,3.54E-06,3.05E-06
116437.6067,3.62E-06,4.00E-06,3.36E-06,2.70E-06,3.11E-06
116467.2765,4.53E-06,4.15E-06,3.12E-06,4.14E-06,3.05E-06
116496.9464,4.23E-06,4.21E-06,3.18E-06,4.54E-06,3.27E-06
116526.6163,4.26E-06,4.24E-06,3.32E-06,4.13E-06,3.43E-06
116556.2861,4.30E-06,4.02E-06,3.67E-06,3.53E-06,4.03E-06
116585.956,3.78E-06,3.89E-06,4.08E-06,3.34E-06,3.68E-06
116615.6259,3.74E-06,3.22E-06,4.07E-06,4.19E-06,3.01E-06
116645.2957,3.42E-06,4.33E-06,3.28E-06,3.90E-06,3.11E-06
116674.9656,4.27E-06,3.91E-06,3.84E-06,3.74E-06,3.22E-06
116704.6355,4.00E-06,3.69E-06,4.01E-06,3.62E-06,3.22E-06
116734.3053,3.33E-06,3.99E-06,3.84E-06,3.46E-06,3.40E-06
116763.9752,3.06E-06,4.35E-06,3.08E-06,3.04E-06,3.98E-06
116793.6451,3.43E-06,3.90E-06,3.34E-06,3.56E-06,4.28E-06
116823.3149,3.63E-06,4.47E-06,3.88E-06,3.79E-06,3.76E-06
116852.9848,3.31E-06,4.19E-06,3.95E-06,3.78E-06,3.57E-06
116882.6547,4.05E-06,3.64E-06,2.36E-06,4.13E-06,3.31E-06
116912.3245,4.21E-06,4.20E-06,3.24E-06,4.05E-06,3.20E-06
116941.9944,3.93E-06,3.78E-06,3.68E-06,3.63E-06,4.24E-06
116971.6643,3.70E-06,4.08E-06,3.85E-06,3.73E-06,4.22E-06
117001.3341,3.53E-06,3.65E-06,3.55E-06,3.92E-06,4.12E-06
117031.004,4.08E-06,4.20E-06,3.11E-06,4.03E-06,3.93E-06
117060.6739,4.33E-06,3.56E-06,3.78E-06,3.01E-06,3.86E-06
117090.3438,4.49E-06,4.57E-06,3.63E-06,2.82E-06,4.06E-06
117120.0136,3.86E-06,4.27E-06,3.41E-06,3.63E-06,4.23E-06
117149.6835,3.61E-06,4.43E-06,2.81E-06,3.75E-06,3.79E-06
117179.3534,3.54E-06,4.51E-06,2.90E-06,3.56E-06,3.46E-06
117209.0232,3.24E-06,4.15E-06,3.04E-06,3.85E-06,3.28E-06
117238.6931,2.75E-06,3.65E-06,2.82E-06,3.45E-06,2.89E-06
117268.363,3.00E-06,4.17E-06,2.78E-06,3.80E-06,2.59E-06
117298.0328,3.51E-06,3.65E-06,3.29E-06,3.54E-06,2.87E-06
117327.7027,3.98E-06,3.21E-06,3.42E-06,3.27E-06,3.23E-06
117357.3726,4.10E-06,3.19E-06,3.61E-06,3.29E-06,3.60E-06
117387.0424,3.58E-06,3.30E-06,3.89E-06,3.32E-06,3.61E-06
117416.7123,3.62E-06,3.96E-06,4.13E-06,3.08E-06,3.04E-06
117446.3822,3.35E-06,4.08E-06,4.47E-06,2.94E-06,3.30E-06
117476.052,4.33E-06,4.16E-06,4.13E-06,3.52E-06,2.72E-06
117505.7219,3.49E-06,4.16E-06,3.92E-06,3.31E-06,2.56E-06
117535.3918,4.23E-06,3.35E-06,4.03E-06,3.53E-06,2.59E-06
117565.0616,3.89E-06,2.66E-06,4.66E-06,3.38E-06,2.90E-06
117594.7315,3.53E-06,3.85E-06,4.21E-06,4.24E-06,2.87E-06
117624.4014,2.93E-06,3.98E-06,4.03E-06,3.85E-06,3.35E-06
117654.0712,3.17E-06,3.91E-06,4.03E-06,3.47E-06,3.71E-06
117683.7411,3.60E-06,3.83E-06,3.78E-06,3.62E-06,3.41E-06
117713.411,4.27E-06,4.07E-06,4.34E-06,4.36E-06,3.00E-06
117743.0808,4.68E-06,3.45E-06,3.46E-06,4.15E-06,2.91E-06
117772.7507,4.37E-06,3.52E-06,4.93E-06,4.03E-06,3.21E-06
117802.4206,3.46E-06,3.54E-06,5.73E-06,3.41E-06,3.21E-06
117832.0904,3.64E-06,3.13E-06,5.55E-06,3.89E-06,3.72E-06
117861.7603,4.08E-06,3.76E-06,4.89E-06,3.68E-06,3.65E-06
117891.4302,3.91E-06,3.37E-06,4.16E-06,3.36E-06,3.42E-06
117921.1,3.62E-06,5.16E-06,3.86E-06,3.70E-06,4.24E-06
117950.7699,3.49E-06,5.41E-06,4.46E-06,3.32E-06,4.51E-06
117980.4398,3.42E-06,4.07E-06,4.42E-06,3.26E-06,3.49E-06
118010.1096,4.38E-06,3.62E-06,4.40E-06,2.97E-06,3.39E-06
118039.7795,4.97E-06,3.24E-06,4.35E-06,3.44E-06,3.83E-06
118069.4494,4.64E-06,3.37E-06,3.69E-06,4.28E-06,3.77E-06
118099.1192,4.19E-06,3.74E-06,2.95E-06,3.82E-06,4.04E-06
118128.7891,4.63E-06,4.00E-06,3.24E-06,4.03E-06,3.77E-06
118158.459,4.39E-06,4.76E-06,4.30E-06,3.57E-06,2.74E-06
118188.1289,4.35E-06,4.73E-06,4.12E-06,3.91E-06,2.68E-06
118217.7987,3.79E-06,4.38E-06,4.11E-06,4.08E-06,3.58E-06
118247.4686,3.26E-06,4.10E-06,3.97E-06,3.22E-06,3.20E-06
118277.1385,3.51E-06,4.10E-06,3.82E-06,3.56E-06,3.10E-06
118306.8083,3.58E-06,5.04E-06,3.65E-06,4.33E-06,3.17E-06
118336.4782,4.36E-06,5.09E-06,3.45E-06,3.81E-06,3.45E-06
118366.1481,4.43E-06,4.31E-06,3.37E-06,3.91E-06,3.33E-06
118395.8179,3.45E-06,3.91E-06,3.42E-06,3.20E-06,3.79E-06
118425.4878,3.93E-06,3.33E-06,3.92E-06,2.60E-06,3.72E-06
118455.1577,4.82E-06,3.36E-06,3.73E-06,2.42E-06,3.94E-06
118484.8275,4.90E-06,3.31E-06,2.93E-06,2.42E-06,4.00E-06
118514.4974,4.22E-06,3.09E-06,3.32E-06,2.00E-06,4.15E-06
118544.1673,4.04E-06,3.38E-06,3.40E-06,2.86E-06,3.89E-06
118573.8371,3.23E-06,4.35E-06,3.53E-06,3.35E-06,4.20E-06
118603.507,3.33E-06,4.27E-06,3.74E-06,3.18E-06,3.69E-06
118633.1769,4.18E-06,3.55E-06,3.51E-06,3.28E-06,3.21E-06
118662.8467,4.23E-06,3.48E-06,3.05E-06,3.98E-06,3.03E-06
118692.5166,4.66E-06,3.77E-06,3.51E-06,4.44E-06,2.75E-06
118722.1865,4.58E-06,3.45E-06,3.53E-06,4.21E-06,2.88E-06
118751.8563,4.13E-06,3.66E-06,3.11E-06,3.32E-06,3.65E-06
118781.5262,4.27E-06,3.62E-06,2.66E-06,3.05E-06,3.50E-06
118811.1961,4.36E-06,4.13E-06,2.91E-06,2.93E-06,3.82E-06
118840.8659,3.82E-06,4.38E-06,3.14E-06,2.99E-06,3.88E-06
118870.5358,3.40E-06,4.26E-06,3.32E-06,3.16E-06,4.30E-06
118900.2057,4.26E-06,3.13E-06,3.22E-06,3.56E-06,4.48E-06
118929.8755,4.56E-06,3.01E-06,2.78E-06,3.44E-06,4.88E-06
118959.5454,4.30E-06,3.57E-06,3.20E-06,3.48E-06,4.49E-06
118989.2153,4.19E-06,3.88E-06,3.59E-06,2.94E-06,3.86E-06
119018.8851,3.14E-06,3.37E-06,4.14E-06,3.25E-06,3.28E-06
119048.555,3.50E-06,3.43E-06,3.76E-06,3.62E-06,3.42E-06
119078.2249,3.78E-06,3.82E-06,3.66E-06,2.70E-06,3.16E-06
119107.8947,3.38E-06,3.73E-06,3.81E-06,2.70E-06,2.93E-06
119137.5646,3.30E-06,3.90E-06,3.36E-06,3.23E-06,2.97E-06
119167.2345,2.98E-06,4.18E-06,3.06E-06,3.18E-06,3.23E-06
119196.9044,3.12E-06,4.41E-06,3.41E-06,3.92E-06,3.08E-06
119226.5742,3.28E-06,3.91E-06,3.47E-06,3.77E-06,3.35E-06
119256.2441,3.08E-06,3.23E-06,3.01E-06,3.17E-06,3.10E-06
119285.914,2.80E-06,3.42E-06,2.56E-06,3.32E-06,3.10E-06
119315.5838,3.69E-06,3.38E-06,1.65E-06,2.99E-06,3.31E-06
119345.2537,3.57E-06,3.79E-06,2.54E-06,3.27E-06,3.18E-06
119374.9236,3.57E-06,3.82E-06,2.99E-06,3.70E-06,3.11E-06
119404.5934,3.21E-06,3.76E-06,3.19E-06,4.09E-06,2.94E-06
119434.2633,4.04E-06,3.97E-06,3.56E-06,3.30E-06,3.26E-06
119463.9332,4.51E-06,4.10E-06,3.47E-06,3.28E-06,3.93E-06
119493.603,3.78E-06,3.83E-06,3.64E-06,3.56E-06,4.42E-06
119523.2729,3.77E-06,3.48E-06,3.12E-06,2.93E-06,4.04E-06
119552.9428,3.43E-06,3.64E-06,2.45E-06,3.43E-06,3.43E-06
119582.6126,3.20E-06,3.58E-06,3.17E-06,3.30E-06,3.30E-06
119612.2825,3.59E-06,3.65E-06,2.77E-06,3.60E-06,3.69E-06
119641.9524,3.67E-06,3.61E-06,3.46E-06,3.23E-06,3.02E-06
119671.6222,4.02E-06,4.13E-06,3.40E-06,3.43E-06,3.02E-06
119701.2921,3.97E-06,3.77E-06,3.64E-06,3.85E-06,3.44E-06
119730.962,3.86E-06,3.54E-06,3.57E-06,3.59E-06,3.13E-06
119760.6318,3.74E-06,3.90E-06,2.81E-06,2.75E-06,3.69E-06
119790.3017,4.26E-06,3.53E-06,2.94E-06,3.25E-06,3.91E-06
119819.9716,4.11E-06,3.25E-06,3.71E-06,3.97E-06,3.82E-06
119849.6414,4.07E-06,3.56E-06,4.46E-06,3.76E-06,3.53E-06
119879.3113,4.13E-06,3.83E-06,4.43E-06,4.44E-06,3.61E-06
119908.9812,4.43E-06,3.53E-06,5.20E-06,4.52E-06,3.92E-06
119938.651,4.12E-06,3.88E-06,5.53E-06,4.47E-06,3.47E-06
119968.3209,4.08E-06,3.86E-06,4.83E-06,4.28E-06,3.01E-06
119997.9908,3.61E-06,4.16E-06,4.14E-06,4.08E-06,2.34E-06
120027.6606,4.30E-06,3.57E-06,3.74E-06,3.63E-06,2.83E-06
120057.3305,5.02E-06,3.30E-06,3.42E-06,2.67E-06,4.17E-06
120087.0004,4.41E-06,3.68E-06,3.35E-06,2.40E-06,4.55E-06
120116.6702,3.96E-06,3.68E-06,3.47E-06,3.29E-06,4.24E-06
120146.3401,3.56E-06,3.43E-06,3.58E-06,4.34E-06,2.68E-06
120176.01,3.30E-06,2.72E-06,3.01E-06,4.25E-06,2.35E-06
120205.6799,2.98E-06,2.89E-06,3.86E-06,3.85E-06,2.31E-06
120235.3497,3.48E-06,3.22E-06,4.13E-06,2.82E-06,3.22E-06
120265.0196,3.55E-06,3.76E-06,3.60E-06,2.83E-06,3.25E-06
120294.6895,4.27E-06,3.79E-06,3.39E-06,3.38E-06,3.71E-06
120324.3593,4.79E-06,3.40E-06,3.90E-06,3.09E-06,2.79E-06
120354.0292,4.27E-06,3.10E-06,3.79E-06,2.53E-06,3.51E-06
120383.6991,3.89E-06,3.49E-06,3.48E-06,2.94E-06,3.99E-06
120413.3689,3.85E-06,3.69E-06,4.10E-06,2.94E-06,3.91E-06
120443.0388,3.86E-06,2.83E-06,3.77E-06,3.29E-06,3.92E-06
120472.7087,3.51E-06,3.46E-06,3.36E-06,3.98E-06,3.71E-06
120502.3785,4.23E-06,3.61E-06,3.01E-06,3.59E-06,3.40E-06
120532.0484,4.58E-06,3.81E-06,2.96E-06,3.17E-06,3.19E-06
120561.7183,4.30E-06,4.26E-06,2.79E-06,3.58E-06,3.31E-06
120591.3881,4.06E-06,3.95E-06,3.31E-06,3.47E-06,2.94E-06
120621.058,3.45E-06,4.07E-06,3.60E-06,3.14E-06,3.04E-06
120650.7279,3.95E-06,3.50E-06,3.73E-06,3.20E-06,3.16E-06
120680.3977,4.01E-06,3.28E-06,3.54E-06,3.14E-06,3.72E-06
120710.0676,4.00E-06,3.31E-06,2.69E-06,3.20E-06,3.20E-06
120739.7375,3.81E-06,3.75E-06,3.05E-06,4.27E-06,3.25E-06
120769.4073,3.50E-06,4.42E-06,3.88E-06,3.74E-06,2.70E-06
120799.0772,3.61E-06,4.02E-06,3.71E-06,3.45E-06,3.53E-06
120828.7471,3.84E-06,4.34E-06,3.71E-06,3.35E-06,4.34E-06
120858.4169,3.34E-06,3.93E-06,3.61E-06,2.53E-06,3.93E-06
120888.0868,3.34E-06,3.38E-06,3.98E-06,3.00E-06,3.66E-06
120917.7567,3.69E-06,4.04E-06,3.87E-06,3.51E-06,3.55E-06
120947.4265,3.57E-06,4.07E-06,3.82E-06,3.77E-06,3.59E-06
120977.0964,3.27E-06,4.33E-06,3.65E-06,3.45E-06,3.31E-06
121006.7663,3.87E-06,4.30E-06,3.87E-06,3.32E-06,3.05E-06
121036.4361,4.01E-06,3.68E-06,3.88E-06,3.87E-06,3.07E-06
121066.106,3.57E-06,3.88E-06,3.16E-06,4.06E-06,2.56E-06
121095.7759,4.62E-06,3.89E-06,3.19E-06,3.51E-06,2.85E-06
121125.4457,4.96E-06,3.90E-06,3.73E-06,3.68E-06,3.52E-06
121155.1156,4.18E-06,4.24E-06,3.36E-06,3.91E-06,4.38E-06
121184.7855,3.72E-06,4.63E-06,3.86E-06,3.76E-06,4.61E-06
121214.4553,3.52E-06,4.58E-06,3.78E-06,3.98E-06,4.27E-06
121244.1252,3.65E-06,3.86E-06,3.72E-06,4.09E-06,3.47E-06
121273.7951,3.90E-06,4.10E-06,3.02E-06,3.90E-06,3.35E-06
121303.465,3.43E-06,3.56E-06,3.31E-06,4.18E-06,3.38E-06
121333.1348,3.53E-06,3.34E-06,3.08E-06,3.31E-06,3.25E-06
121362.8047,3.78E-06,3.58E-06,3.25E-06,3.35E-06,3.38E-06
121392.4746,3.69E-06,3.85E-06,3.43E-06,3.99E-06,3.66E-06
121422.1444,4.15E-06,4.36E-06,3.03E-06,4.50E-06,3.67E-06
121451.8143,4.00E-06,4.00E-06,3.14E-06,4.26E-06,3.34E-06
121481.4842,3.33E-06,3.24E-06,3.75E-06,3.93E-06,3.21E-06
121511.154,2.92E-06,3.10E-06,3.13E-06,3.80E-06,3.62E-06
121540.8239,3.23E-06,3.54E-06,2.82E-06,3.84E-06,3.76E-06
121570.4938,3.43E-06,3.47E-06,3.21E-06,4.17E-06,3.60E-06
121600.1636,3.53E-06,3.34E-06,3.70E-06,4.10E-06,3.57E-06
121629.8335,2.49E-06,3.67E-06,3.66E-06,3.96E-06,3.56E-06
121659.5034,3.86E-06,2.95E-06,3.72E-06,3.95E-06,3.42E-06
121689.1732,3.94E-06,2.55E-06,3.83E-06,3.40E-06,2.94E-06
121718.8431,3.78E-06,3.18E-06,3.66E-06,2.79E-06,2.68E-06
121748.513,4.25E-06,3.30E-06,3.87E-06,2.27E-06,3.15E-06
121778.1828,4.34E-06,3.42E-06,3.94E-06,2.89E-06,3.42E-06
121807.8527,4.62E-06,3.59E-06,3.64E-06,3.22E-06,3.28E-06
121837.5226,3.91E-06,3.61E-06,3.57E-06,3.11E-06,3.35E-06
121867.1924,3.38E-06,3.57E-06,4.17E-06,3.71E-06,2.98E-06
121896.8623,4.38E-06,3.80E-06,4.00E-06,3.63E-06,2.57E-06
121926.5322,3.82E-06,3.69E-06,3.78E-06,3.36E-06,2.70E-06
121956.202,2.71E-06,3.39E-06,3.96E-06,3.56E-06,3.30E-06
121985.8719,3.40E-06,3.67E-06,3.20E-06,3.37E-06,2.73E-06
122015.5418,3.82E-06,4.12E-06,3.50E-06,3.31E-06,2.81E-06
122045.2116,3.45E-06,4.31E-06,3.53E-06,3.67E-06,2.79E-06
122074.8815,3.06E-06,4.19E-06,3.14E-06,3.59E-06,3.11E-06
122104.5514,4.43E-06,3.67E-06,3.73E-06,3.63E-06,3.11E-06
122134.2212,4.82E-06,2.86E-06,3.86E-06,3.42E-06,3.09E-06
122163.8911,4.89E-06,3.29E-06,3.86E-06,3.56E-06,3.18E-06
122193.561,4.09E-06,3.82E-06,3.13E-06,3.55E-06,3.33E-06
122223.2308,3.43E-06,4.29E-06,3.49E-06,3.44E-06,3.11E-06
122252.9007,3.18E-06,4.09E-06,3.54E-06,2.40E-06,2.93E-06
122282.5706,3.66E-06,3.97E-06,3.55E-06,2.84E-06,3.44E-06
122312.2405,4.00E-06,4.09E-06,3.51E-06,3.51E-06,2.70E-06
122341.9103,3.98E-06,3.71E-06,3.36E-06,3.45E-06,2.80E-06
