Frequency (Hz),1A,2A,3A,4A,5A
39681.65913,6.97E-06,3.64E-06,3.34E-06,2.60E-06,3.16E-06
39711.32899,6.32E-06,3.62E-06,3.41E-06,3.68E-06,3.71E-06
39740.99886,5.00E-06,4.37E-06,3.24E-06,3.29E-06,3.51E-06
39770.66873,4.95E-06,4.35E-06,3.84E-06,3.56E-06,3.77E-06
39800.3386,6.07E-06,3.85E-06,3.88E-06,4.01E-06,3.31E-06
39830.00846,6.77E-06,3.21E-06,2.96E-06,2.94E-06,3.48E-06
39859.67833,6.80E-06,2.92E-06,3.08E-06,3.38E-06,4.18E-06
39889.3482,6.07E-06,3.08E-06,3.46E-06,3.28E-06,4.38E-06
39919.01807,6.02E-06,3.63E-06,4.53E-06,2.70E-06,3.47E-06
39948.68793,5.96E-06,3.77E-06,4.49E-06,3.65E-06,4.01E-06
39978.3578,4.55E-06,3.37E-06,3.83E-06,3.51E-06,3.92E-06
40008.02767,4.63E-06,3.84E-06,3.50E-06,3.79E-06,2.84E-06
40037.69754,5.18E-06,4.13E-06,2.62E-06,3.09E-06,2.60E-06
40067.36741,3.97E-06,3.76E-06,2.83E-06,3.11E-06,2.08E-06
40097.03727,4.77E-06,4.51E-06,2.95E-06,2.73E-06,2.67E-06
40126.70714,5.81E-06,4.65E-06,3.10E-06,2.54E-06,2.89E-06
40156.37701,5.46E-06,4.22E-06,3.80E-06,2.34E-06,3.06E-06
40186.04688,3.93E-06,4.03E-06,3.70E-06,3.00E-06,3.22E-06
40215.71674,4.49E-06,4.02E-06,3.07E-06,3.35E-06,3.00E-06
40245.38661,4.52E-06,3.73E-06,2.79E-06,3.63E-06,2.77E-06
40275.05648,4.53E-06,3.21E-06,2.99E-06,3.75E-06,3.09E-06
40304.72635,4.10E-06,3.72E-06,3.35E-06,4.29E-06,3.83E-06
40334.39621,4.44E-06,3.37E-06,2.98E-06,3.79E-06,4.21E-06
40364.06608,3.76E-06,2.54E-06,3.34E-06,3.05E-06,3.57E-06
40393.73595,3.50E-06,2.57E-06,2.75E-06,3.27E-06,3.51E-06
40423.40582,4.87E-06,3.62E-06,3.71E-06,2.55E-06,2.60E-06
40453.07568,4.61E-06,3.26E-06,3.89E-06,2.74E-06,3.19E-06
40482.74555,5.27E-06,3.83E-06,3.95E-06,3.02E-06,3.35E-06
40512.41542,5.19E-06,3.65E-06,3.39E-06,2.79E-06,2.77E-06
40542.08529,4.67E-06,3.68E-06,2.41E-06,3.66E-06,3.39E-06
40571.75515,4.74E-06,3.78E-06,2.84E-06,3.69E-06,3.32E-06
40601.42502,4.91E-06,3.46E-06,3.23E-06,3.72E-06,3.39E-06
40631.09489,4.65E-06,2.88E-06,3.02E-06,3.70E-06,3.34E-06
40660.76476,4.66E-06,3.19E-06,2.95E-06,3.69E-06,3.79E-06
40690.43463,4.52E-06,3.88E-06,2.48E-06,3.17E-06,3.88E-06
40720.10449,4.66E-06,4.28E-06,2.87E-06,2.83E-06,3.70E-06
40749.77436,3.75E-06,4.26E-06,3.09E-06,2.68E-06,3.91E-06
40779.44423,3.94E-06,3.87E-06,3.13E-06,2.73E-06,4.33E-06
40809.1141,4.72E-06,4.30E-06,2.99E-06,3.02E-06,4.08E-06
40838.78396,5.44E-06,4.07E-06,3.07E-06,3.58E-06,4.07E-06
40868.45383,4.18E-06,3.75E-06,3.36E-06,4.63E-06,4.36E-06
40898.1237,4.95E-06,3.93E-06,3.32E-06,5.09E-06,3.34E-06
40927.79357,4.52E-06,3.45E-06,3.17E-06,4.57E-06,2.97E-06
40957.46343,4.21E-06,3.28E-06,2.93E-06,4.55E-06,3.70E-06
40987.1333,3.43E-06,3.16E-06,2.70E-06,4.31E-06,3.83E-06
41016.80317,3.83E-06,3.32E-06,3.56E-06,4.04E-06,3.86E-06
41046.47304,4.93E-06,3.46E-06,3.72E-06,3.58E-06,2.85E-06
41076.1429,5.32E-06,3.46E-06,3.59E-06,2.99E-06,2.38E-06
41105.81277,4.91E-06,2.82E-06,4.04E-06,3.32E-06,2.70E-06
41135.48264,4.32E-06,3.69E-06,3.70E-06,2.98E-06,2.81E-06
41165.15251,4.77E-06,3.66E-06,3.71E-06,2.84E-06,2.90E-06
41194.82237,4.89E-06,4.39E-06,3.10E-06,2.98E-06,2.84E-06
41224.49224,4.27E-06,3.85E-06,3.09E-06,2.45E-06,2.33E-06
41254.16211,4.02E-06,3.64E-06,2.99E-06,2.59E-06,3.04E-06
41283.83198,5.12E-06,3.16E-06,3.34E-06,3.20E-06,3.03E-06
41313.50185,5.38E-06,2.93E-06,3.35E-06,3.30E-06,3.07E-06
41343.17171,4.78E-06,3.38E-06,3.07E-06,3.03E-06,3.15E-06
41372.84158,4.28E-06,2.35E-06,2.51E-06,3.71E-06,3.49E-06
41402.51145,4.84E-06,2.73E-06,3.25E-06,4.42E-06,3.67E-06
41432.18132,5.32E-06,2.52E-06,3.89E-06,4.24E-06,3.88E-06
41461.85118,5.46E-06,2.22E-06,3.88E-06,4.32E-06,4.25E-06
41491.52105,5.00E-06,2.41E-06,3.84E-06,3.84E-06,3.96E-06
41521.19092,4.31E-06,3.10E-06,4.15E-06,3.78E-06,3.61E-06
41550.86079,4.11E-06,3.25E-06,4.73E-06,3.21E-06,4.01E-06
41580.53065,4.05E-06,2.94E-06,4.50E-06,3.65E-06,3.73E-06
41610.20052,3.46E-06,3.28E-06,3.95E-06,3.68E-06,3.37E-06
41639.87039,3.09E-06,3.23E-06,3.44E-06,3.77E-06,3.63E-06
41669.54026,3.89E-06,2.67E-06,3.61E-06,3.36E-06,3.14E-06
41699.21012,3.39E-06,3.05E-06,3.60E-06,3.60E-06,3.58E-06
41728.87999,4.76E-06,3.21E-06,3.33E-06,2.66E-06,3.60E-06
41758.54986,4.61E-06,3.34E-06,2.87E-06,3.09E-06,3.71E-06
41788.21973,4.96E-06,3.48E-06,3.68E-06,2.77E-06,3.93E-06
41817.88959,4.14E-06,3.43E-06,3.69E-06,2.68E-06,3.86E-06
41847.55946,4.53E-06,2.96E-06,3.91E-06,2.72E-06,3.71E-06
41877.22933,4.37E-06,2.97E-06,4.01E-06,3.05E-06,3.48E-06
41906.8992,3.84E-06,2.98E-06,2.93E-06,3.49E-06,2.72E-06
41936.56907,3.66E-06,3.05E-06,2.52E-06,3.96E-06,3.21E-06
41966.23893,4.05E-06,4.25E-06,2.79E-06,3.95E-06,3.26E-06
41995.9088,4.41E-06,3.84E-06,2.57E-06,3.30E-06,3.19E-06
42025.57867,4.43E-06,3.74E-06,2.78E-06,2.71E-06,3.82E-06
42055.24854,3.42E-06,3.74E-06,2.99E-06,3.06E-06,3.24E-06
42084.9184,3.64E-06,3.22E-06,3.11E-06,3.30E-06,3.60E-06
42114.58827,3.40E-06,2.86E-06,3.21E-06,3.98E-06,4.16E-06
42144.25814,3.80E-06,2.30E-06,3.14E-06,3.20E-06,3.39E-06
42173.92801,4.41E-06,3.04E-06,2.89E-06,2.84E-06,3.25E-06
42203.59787,4.52E-06,4.18E-06,3.60E-06,3.21E-06,2.78E-06
42233.26774,4.43E-06,4.56E-06,3.97E-06,2.57E-06,3.50E-06
42262.93761,4.10E-06,3.59E-06,3.90E-06,3.27E-06,3.66E-06
42292.60748,3.16E-06,4.43E-06,3.91E-06,3.14E-06,3.87E-06
42322.27734,4.44E-06,4.32E-06,4.51E-06,3.30E-06,4.05E-06
42351.94721,4.76E-06,4.42E-06,4.44E-06,2.82E-06,3.59E-06
42381.61708,4.58E-06,4.18E-06,3.68E-06,3.41E-06,3.59E-06
42411.28695,2.76E-06,3.86E-06,3.02E-06,3.47E-06,3.19E-06
42440.95681,2.77E-06,3.62E-06,3.45E-06,3.68E-06,3.57E-06
42470.62668,3.38E-06,3.75E-06,3.71E-06,3.51E-06,3.55E-06
42500.29655,4.11E-06,3.75E-06,3.91E-06,2.93E-06,2.94E-06
42529.96642,4.17E-06,3.68E-06,4.04E-06,3.14E-06,2.76E-06
42559.63629,5.02E-06,4.01E-06,3.83E-06,3.34E-06,3.06E-06
42589.30615,4.91E-06,4.27E-06,2.86E-06,3.30E-06,3.54E-06
42618.97602,4.13E-06,3.63E-06,2.91E-06,3.49E-06,3.44E-06
42648.64589,4.17E-06,3.18E-06,3.49E-06,3.49E-06,3.10E-06
42678.31576,4.02E-06,2.95E-06,2.99E-06,3.64E-06,2.75E-06
42707.98562,3.83E-06,3.11E-06,3.73E-06,3.67E-06,2.83E-06
42737.65549,3.51E-06,3.63E-06,3.86E-06,3.59E-06,2.57E-06
42767.32536,3.56E-06,3.49E-06,3.36E-06,3.78E-06,3.47E-06
42796.99523,4.23E-06,3.19E-06,2.85E-06,3.85E-06,3.61E-06
42826.66509,3.80E-06,2.86E-06,2.68E-06,3.40E-06,4.07E-06
42856.33496,4.15E-06,4.01E-06,2.74E-06,3.40E-06,3.75E-06
42886.00483,3.80E-06,4.34E-06,3.17E-06,3.43E-06,3.64E-06
42915.6747,4.48E-06,4.31E-06,4.52E-06,3.49E-06,3.29E-06
42945.34456,3.61E-06,3.92E-06,5.22E-06,3.43E-06,3.67E-06
42975.01443,3.31E-06,3.78E-06,5.33E-06,3.29E-06,3.25E-06
43004.6843,4.03E-06,4.17E-06,4.85E-06,3.22E-06,4.13E-06
43034.35417,4.71E-06,3.83E-06,5.00E-06,3.31E-06,3.82E-06
43064.02403,4.63E-06,3.27E-06,4.57E-06,2.88E-06,3.25E-06
43093.6939,4.61E-06,3.13E-06,4.12E-06,3.06E-06,2.90E-06
43123.36377,4.65E-06,4.41E-06,3.67E-06,3.80E-06,3.04E-06
43153.03364,4.42E-06,4.36E-06,3.44E-06,3.49E-06,3.35E-06
43182.70351,4.29E-06,3.95E-06,3.29E-06,2.75E-06,3.17E-06
43212.37337,4.07E-06,3.39E-06,3.92E-06,3.10E-06,3.09E-06
43242.04324,4.46E-06,3.61E-06,4.18E-06,3.36E-06,3.20E-06
43271.71311,5.12E-06,4.11E-06,3.25E-06,3.65E-06,3.50E-06
43301.38298,5.23E-06,4.23E-06,3.01E-06,4.18E-06,4.37E-06
43331.05284,4.45E-06,3.48E-06,2.85E-06,4.63E-06,3.89E-06
43360.72271,4.08E-06,2.73E-06,3.10E-06,4.03E-06,3.55E-06
43390.39258,3.51E-06,3.74E-06,3.64E-06,3.99E-06,3.48E-06
43420.06245,4.60E-06,4.28E-06,3.62E-06,3.39E-06,3.68E-06
43449.73231,4.48E-06,4.31E-06,3.41E-06,3.12E-06,3.79E-06
43479.40218,5.01E-06,3.87E-06,3.18E-06,2.78E-06,3.25E-06
43509.07205,4.75E-06,3.71E-06,3.53E-06,2.68E-06,2.90E-06
43538.74192,3.60E-06,3.81E-06,3.37E-06,3.13E-06,3.37E-06
43568.41178,3.59E-06,4.68E-06,3.18E-06,3.43E-06,3.25E-06
43598.08165,3.84E-06,5.01E-06,3.53E-06,3.84E-06,3.74E-06
43627.75152,3.85E-06,3.85E-06,3.76E-06,4.28E-06,3.65E-06
43657.42139,3.72E-06,2.75E-06,3.29E-06,4.31E-06,3.29E-06
43687.09125,3.20E-06,3.38E-06,2.86E-06,3.61E-06,3.55E-06
43716.76112,4.48E-06,4.33E-06,3.53E-06,3.85E-06,3.36E-06
43746.43099,3.93E-06,4.67E-06,3.98E-06,3.32E-06,3.05E-06
43776.10086,4.02E-06,4.35E-06,3.15E-06,3.01E-06,3.10E-06
43805.77073,4.63E-06,4.51E-06,2.82E-06,3.14E-06,3.34E-06
43835.44059,4.49E-06,4.24E-06,3.05E-06,3.37E-06,3.57E-06
43865.11046,4.76E-06,4.04E-06,3.24E-06,2.71E-06,3.36E-06
43894.78033,4.48E-06,4.15E-06,3.76E-06,2.62E-06,2.39E-06
43924.4502,4.64E-06,3.47E-06,3.59E-06,2.99E-06,2.30E-06
43954.12006,4.68E-06,2.73E-06,3.79E-06,3.38E-06,3.34E-06
43983.78993,3.57E-06,3.22E-06,3.65E-06,3.56E-06,3.64E-06
44013.4598,3.76E-06,3.76E-06,3.79E-06,3.71E-06,2.94E-06
44043.12967,3.44E-06,3.53E-06,4.06E-06,3.52E-06,3.15E-06
44072.79953,3.40E-06,4.38E-06,4.57E-06,3.81E-06,3.60E-06
44102.4694,4.46E-06,4.14E-06,4.18E-06,3.37E-06,3.74E-06
44132.13927,4.45E-06,3.82E-06,2.87E-06,3.51E-06,3.76E-06
44161.80914,3.64E-06,3.11E-06,3.22E-06,3.52E-06,3.89E-06
44191.479,3.87E-06,2.67E-06,3.62E-06,3.46E-06,3.74E-06
44221.14887,3.75E-06,3.21E-06,3.44E-06,3.80E-06,4.04E-06
44250.81874,3.16E-06,3.22E-06,3.25E-06,3.28E-06,4.64E-06
44280.48861,3.82E-06,2.58E-06,3.99E-06,2.71E-06,4.13E-06
44310.15847,3.69E-06,3.32E-06,3.62E-06,2.86E-06,3.41E-06
44339.82834,4.14E-06,3.72E-06,3.70E-06,3.23E-06,2.69E-06
44369.49821,4.37E-06,3.56E-06,3.94E-06,3.86E-06,2.59E-06
44399.16808,4.17E-06,3.40E-06,3.84E-06,3.92E-06,2.59E-06
44428.83795,3.45E-06,3.65E-06,4.46E-06,3.73E-06,3.43E-06
44458.50781,4.04E-06,3.90E-06,4.31E-06,3.30E-06,3.67E-06
44488.17768,4.19E-06,4.17E-06,3.71E-06,3.40E-06,2.51E-06
44517.84755,4.95E-06,3.86E-06,3.52E-06,3.72E-06,3.14E-06
44547.51742,4.88E-06,3.82E-06,3.82E-06,3.17E-06,3.96E-06
44577.18728,5.20E-06,4.35E-06,4.13E-06,3.18E-06,3.55E-06
44606.85715,4.76E-06,4.39E-06,3.80E-06,3.15E-06,2.76E-06
44636.52702,3.99E-06,4.79E-06,4.05E-06,3.28E-06,2.64E-06
44666.19689,4.30E-06,4.25E-06,4.79E-06,3.39E-06,2.22E-06
44695.86675,4.83E-06,3.76E-06,4.85E-06,3.62E-06,2.43E-06
44725.53662,3.80E-06,4.13E-06,5.06E-06,3.03E-06,3.41E-06
44755.20649,3.27E-06,3.28E-06,5.93E-06,3.85E-06,3.85E-06
44784.87636,3.93E-06,3.05E-06,5.08E-06,3.62E-06,4.10E-06
44814.54622,3.59E-06,3.40E-06,4.28E-06,3.19E-06,3.61E-06
44844.21609,4.03E-06,3.61E-06,5.39E-06,3.17E-06,3.15E-06
44873.88596,4.64E-06,2.94E-06,4.75E-06,3.77E-06,2.78E-06
44903.55583,4.71E-06,3.38E-06,5.44E-06,3.05E-06,2.79E-06
44933.22569,5.82E-06,3.66E-06,6.95E-06,3.57E-06,2.92E-06
44962.89556,5.48E-06,3.37E-06,6.87E-06,4.56E-06,3.13E-06
44992.56543,5.05E-06,3.19E-06,6.46E-06,4.30E-06,2.96E-06
45022.2353,4.67E-06,4.08E-06,5.86E-06,4.06E-06,2.89E-06
45051.90517,4.45E-06,4.54E-06,4.85E-06,3.75E-06,3.47E-06
45081.57503,3.93E-06,5.48E-06,5.18E-06,2.87E-06,3.18E-06
45111.2449,3.82E-06,5.74E-06,5.29E-06,3.76E-06,2.91E-06
45140.91477,3.84E-06,4.46E-06,6.20E-06,3.69E-06,3.68E-06
45170.58464,4.12E-06,4.71E-06,5.40E-06,2.76E-06,3.76E-06
45200.2545,3.63E-06,5.54E-06,4.39E-06,2.91E-06,3.42E-06
45229.92437,4.02E-06,6.23E-06,4.83E-06,3.07E-06,3.61E-06
45259.59424,4.42E-06,6.23E-06,4.85E-06,3.46E-06,2.99E-06
45289.26411,4.99E-06,5.51E-06,4.58E-06,3.76E-06,3.15E-06
45318.93397,4.58E-06,5.41E-06,5.30E-06,3.82E-06,3.74E-06
45348.60384,4.05E-06,5.19E-06,4.56E-06,4.03E-06,4.17E-06
45378.27371,4.30E-06,4.69E-06,3.17E-06,3.62E-06,3.80E-06
45407.94358,4.11E-06,3.54E-06,3.73E-06,3.13E-06,3.37E-06
45437.61344,4.91E-06,3.30E-06,3.14E-06,2.77E-06,3.80E-06
45467.28331,5.18E-06,3.11E-06,4.01E-06,4.08E-06,3.73E-06
45496.95318,4.79E-06,3.27E-06,4.50E-06,4.10E-06,4.33E-06
45526.62305,4.27E-06,3.17E-06,4.26E-06,4.35E-06,3.97E-06
45556.29291,3.86E-06,2.72E-06,4.24E-06,3.76E-06,3.63E-06
45585.96278,3.44E-06,3.26E-06,4.14E-06,3.64E-06,2.69E-06
45615.63265,4.87E-06,3.52E-06,4.20E-06,3.59E-06,2.63E-06
45645.30252,4.79E-06,3.74E-06,4.19E-06,4.21E-06,2.98E-06
45674.97239,4.97E-06,3.64E-06,3.20E-06,4.52E-06,2.88E-06
45704.64225,4.73E-06,3.18E-06,3.19E-06,4.24E-06,3.71E-06
45734.31212,4.42E-06,3.42E-06,3.52E-06,3.21E-06,3.98E-06
45763.98199,3.83E-06,3.72E-06,4.43E-06,3.55E-06,3.90E-06
45793.65186,4.44E-06,3.40E-06,4.27E-06,2.73E-06,3.24E-06
45823.32172,4.93E-06,4.46E-06,4.33E-06,2.71E-06,3.65E-06
45852.99159,5.13E-06,4.52E-06,3.95E-06,3.34E-06,3.10E-06
45882.66146,4.74E-06,4.69E-06,4.13E-06,3.52E-06,3.46E-06
45912.33133,3.99E-06,3.60E-06,3.69E-06,3.78E-06,3.36E-06
45942.00119,3.99E-06,3.35E-06,3.14E-06,4.21E-06,3.22E-06
45971.67106,3.75E-06,4.72E-06,2.70E-06,4.02E-06,3.57E-06
46001.34093,4.40E-06,4.14E-06,3.26E-06,3.64E-06,3.50E-06
46031.0108,4.69E-06,4.58E-06,3.25E-06,3.27E-06,3.76E-06
46060.68066,4.37E-06,4.56E-06,3.18E-06,3.80E-06,3.33E-06
46090.35053,4.18E-06,3.74E-06,3.12E-06,3.35E-06,3.73E-06
46120.0204,4.46E-06,4.10E-06,3.37E-06,3.98E-06,3.26E-06
46149.69027,4.21E-06,3.81E-06,3.48E-06,3.40E-06,3.09E-06
46179.36014,4.51E-06,3.34E-06,3.17E-06,3.50E-06,3.23E-06
46209.03,4.91E-06,3.92E-06,3.86E-06,4.31E-06,3.21E-06
46238.69987,4.43E-06,4.79E-06,4.36E-06,4.65E-06,3.33E-06
46268.36974,4.16E-06,5.17E-06,3.68E-06,4.77E-06,3.32E-06
46298.03961,4.24E-06,4.45E-06,3.85E-06,4.02E-06,3.53E-06
46327.70947,4.33E-06,4.18E-06,3.36E-06,5.22E-06,3.81E-06
46357.37934,2.25E-06,4.27E-06,3.15E-06,4.62E-06,4.43E-06
46387.04921,3.93E-06,3.94E-06,4.00E-06,3.82E-06,4.32E-06
46416.71908,4.82E-06,3.64E-06,4.21E-06,4.80E-06,3.84E-06
46446.38894,4.87E-06,4.24E-06,3.86E-06,4.99E-06,3.38E-06
46476.05881,4.31E-06,4.34E-06,3.78E-06,5.28E-06,3.80E-06
46505.72868,5.14E-06,4.11E-06,3.80E-06,4.30E-06,3.91E-06
46535.39855,4.69E-06,4.01E-06,3.23E-06,5.34E-06,3.56E-06
46565.06841,4.60E-06,3.26E-06,2.76E-06,4.91E-06,3.37E-06
46594.73828,4.79E-06,3.47E-06,2.80E-06,4.29E-06,3.80E-06
46624.40815,4.19E-06,3.33E-06,3.62E-06,4.27E-06,3.57E-06
46654.07802,3.95E-06,3.80E-06,3.53E-06,4.27E-06,4.18E-06
46683.74788,3.75E-06,3.27E-06,4.02E-06,4.94E-06,3.69E-06
46713.41775,3.91E-06,2.68E-06,4.35E-06,5.24E-06,3.45E-06
46743.08762,4.09E-06,3.22E-06,4.32E-06,4.02E-06,3.21E-06
46772.75749,4.18E-06,3.79E-06,4.35E-06,4.36E-06,3.61E-06
46802.42736,4.22E-06,3.54E-06,3.29E-06,4.49E-06,3.68E-06
46832.09722,4.41E-06,2.83E-06,3.28E-06,4.27E-06,3.85E-06
46861.76709,3.46E-06,3.12E-06,3.67E-06,4.23E-06,3.72E-06
46891.43696,3.34E-06,3.68E-06,3.97E-06,4.87E-06,3.57E-06
46921.10683,3.86E-06,4.11E-06,4.03E-06,5.17E-06,3.52E-06
46950.77669,4.46E-06,4.58E-06,2.99E-06,5.33E-06,4.09E-06
46980.44656,5.25E-06,4.16E-06,3.40E-06,5.10E-06,3.82E-06
47010.11643,5.68E-06,3.41E-06,3.45E-06,4.14E-06,3.75E-06
47039.7863,5.10E-06,3.15E-06,3.49E-06,4.36E-06,3.29E-06
47069.45616,5.05E-06,3.45E-06,3.63E-06,4.90E-06,3.65E-06
47099.12603,4.52E-06,2.98E-06,3.73E-06,5.61E-06,4.01E-06
47128.7959,3.88E-06,2.97E-06,3.78E-06,5.26E-06,3.71E-06
47158.46577,4.24E-06,3.60E-06,3.98E-06,3.87E-06,3.86E-06
47188.13563,4.55E-06,3.74E-06,4.05E-06,3.48E-06,3.96E-06
47217.8055,4.44E-06,2.60E-06,4.18E-06,4.47E-06,3.69E-06
47247.47537,4.06E-06,3.87E-06,3.66E-06,4.23E-06,3.69E-06
47277.14524,4.24E-06,3.61E-06,4.02E-06,3.83E-06,3.28E-06
47306.8151,4.55E-06,4.11E-06,4.06E-06,3.66E-06,2.86E-06
47336.48497,3.65E-06,3.72E-06,3.86E-06,4.47E-06,3.92E-06
47366.15484,3.85E-06,3.67E-06,3.92E-06,5.00E-06,4.14E-06
47395.82471,3.18E-06,4.02E-06,4.09E-06,5.24E-06,3.54E-06
47425.49458,3.73E-06,4.41E-06,4.57E-06,4.97E-06,3.97E-06
47455.16444,4.19E-06,3.23E-06,5.33E-06,5.50E-06,3.41E-06
47484.83431,4.10E-06,2.32E-06,5.60E-06,6.25E-06,3.45E-06
47514.50418,4.64E-06,3.38E-06,4.55E-06,5.65E-06,2.66E-06
47544.17405,4.21E-06,3.88E-06,4.04E-06,7.08E-06,2.93E-06
47573.84391,3.83E-06,3.84E-06,2.80E-06,7.76E-06,2.96E-06
47603.51378,4.25E-06,3.57E-06,4.77E-06,6.66E-06,2.62E-06
47633.18365,4.61E-06,3.37E-06,4.58E-06,4.70E-06,2.62E-06
47662.85352,5.05E-06,4.09E-06,3.79E-06,3.90E-06,3.06E-06
47692.52338,4.69E-06,4.04E-06,3.59E-06,3.36E-06,3.95E-06
47722.19325,4.70E-06,4.19E-06,3.05E-06,3.57E-06,3.76E-06
47751.86312,4.38E-06,3.67E-06,3.31E-06,4.52E-06,3.65E-06
47781.53299,3.80E-06,3.90E-06,3.77E-06,4.53E-06,3.60E-06
47811.20285,4.26E-06,4.44E-06,4.01E-06,3.79E-06,3.37E-06
47840.87272,4.44E-06,4.30E-06,3.25E-06,3.46E-06,2.87E-06
47870.54259,3.93E-06,3.31E-06,4.35E-06,4.07E-06,3.15E-06
47900.21246,4.20E-06,4.07E-06,3.50E-06,3.17E-06,3.65E-06
47929.88232,4.42E-06,3.95E-06,3.69E-06,3.53E-06,3.60E-06
47959.55219,4.46E-06,3.48E-06,3.11E-06,3.92E-06,3.01E-06
47989.22206,4.15E-06,3.17E-06,4.26E-06,3.69E-06,3.63E-06
48018.89193,4.35E-06,3.45E-06,4.20E-06,3.96E-06,4.14E-06
48048.5618,4.39E-06,3.44E-06,4.94E-06,4.29E-06,4.06E-06
48078.23166,4.75E-06,3.70E-06,3.97E-06,3.82E-06,4.18E-06
48107.90153,5.25E-06,3.63E-06,3.79E-06,3.36E-06,3.38E-06
48137.5714,4.87E-06,3.20E-06,3.57E-06,4.05E-06,3.30E-06
48167.24127,4.35E-06,3.45E-06,3.71E-06,4.25E-06,3.08E-06
48196.91113,3.94E-06,4.71E-06,3.02E-06,3.82E-06,2.76E-06
48226.581,3.69E-06,3.80E-06,3.28E-06,3.34E-06,2.82E-06
48256.25087,3.88E-06,4.29E-06,3.70E-06,3.47E-06,2.79E-06
48285.92074,3.96E-06,3.89E-06,4.08E-06,4.12E-06,2.87E-06
48315.5906,4.00E-06,4.43E-06,3.93E-06,4.67E-06,3.19E-06
48345.26047,3.68E-06,3.60E-06,4.16E-06,4.25E-06,2.67E-06
48374.93034,4.32E-06,4.05E-06,3.90E-06,4.17E-06,2.91E-06
48404.60021,3.91E-06,4.44E-06,3.96E-06,3.66E-06,3.47E-06
48434.27007,4.42E-06,3.86E-06,3.69E-06,3.39E-06,4.15E-06
48463.93994,4.01E-06,3.95E-06,3.31E-06,3.45E-06,3.74E-06
48493.60981,4.52E-06,3.98E-06,2.99E-06,3.46E-06,3.58E-06
48523.27968,3.99E-06,4.10E-06,3.28E-06,3.49E-06,3.93E-06
48552.94954,4.09E-06,4.80E-06,3.54E-06,2.92E-06,2.76E-06
48582.61941,4.07E-06,4.25E-06,3.71E-06,3.55E-06,2.69E-06
48612.28928,4.56E-06,4.42E-06,3.33E-06,4.13E-06,2.89E-06
48641.95915,4.19E-06,3.98E-06,3.16E-06,3.95E-06,3.10E-06
48671.62902,4.27E-06,3.44E-06,3.21E-06,3.50E-06,2.53E-06
48701.29888,3.87E-06,4.01E-06,2.69E-06,3.67E-06,2.67E-06
48730.96875,4.28E-06,3.30E-06,3.29E-06,3.48E-06,3.22E-06
48760.63862,4.12E-06,3.34E-06,3.73E-06,3.53E-06,3.86E-06
48790.30849,4.57E-06,3.65E-06,4.17E-06,3.31E-06,3.61E-06
48819.97835,4.73E-06,3.25E-06,4.60E-06,3.29E-06,3.96E-06
48849.64822,4.04E-06,2.78E-06,5.19E-06,3.58E-06,4.28E-06
48879.31809,3.36E-06,3.37E-06,4.23E-06,3.88E-06,4.19E-06
48908.98796,3.44E-06,3.31E-06,3.98E-06,3.80E-06,3.89E-06
48938.65782,3.98E-06,2.95E-06,4.06E-06,4.08E-06,3.42E-06
48968.32769,4.28E-06,3.65E-06,4.61E-06,3.85E-06,3.99E-06
48997.99756,5.12E-06,4.36E-06,4.74E-06,3.70E-06,4.58E-06
49027.66743,4.91E-06,4.23E-06,4.17E-06,3.40E-06,4.52E-06
49057.33729,4.85E-06,4.56E-06,4.33E-06,3.20E-06,3.54E-06
49087.00716,3.57E-06,4.84E-06,4.75E-06,3.86E-06,3.45E-06
49116.67703,2.58E-06,4.63E-06,5.01E-06,3.41E-06,3.10E-06
49146.3469,3.34E-06,4.98E-06,5.58E-06,3.74E-06,3.30E-06
49176.01676,3.84E-06,4.81E-06,4.89E-06,4.31E-06,3.05E-06
49205.68663,3.96E-06,4.12E-06,5.20E-06,4.52E-06,2.94E-06
49235.3565,3.41E-06,3.46E-06,4.65E-06,3.84E-06,3.14E-06
49265.02637,2.90E-06,3.86E-06,2.96E-06,3.84E-06,3.07E-06
49294.69624,3.33E-06,3.80E-06,4.05E-06,3.62E-06,3.14E-06
49324.3661,3.74E-06,2.98E-06,4.88E-06,3.23E-06,3.75E-06
49354.03597,2.71E-06,3.56E-06,4.34E-06,3.13E-06,3.62E-06
49383.70584,3.58E-06,3.68E-06,3.49E-06,3.68E-06,3.27E-06
49413.37571,3.64E-06,3.47E-06,4.56E-06,3.57E-06,3.43E-06
49443.04557,4.38E-06,3.91E-06,3.82E-06,2.44E-06,3.31E-06
49472.71544,4.26E-06,4.45E-06,4.15E-06,2.75E-06,2.35E-06
49502.38531,4.41E-06,3.91E-06,4.71E-06,2.27E-06,2.23E-06
49532.05518,5.50E-06,3.77E-06,4.81E-06,3.11E-06,2.67E-06
49561.72504,5.70E-06,3.76E-06,5.15E-06,3.52E-06,3.26E-06
49591.39491,5.76E-06,3.85E-06,4.33E-06,4.02E-06,3.50E-06
49621.06478,4.47E-06,3.83E-06,5.80E-06,3.58E-06,3.34E-06
49650.73465,4.59E-06,3.11E-06,7.83E-06,3.96E-06,2.94E-06
49680.40451,4.18E-06,3.42E-06,8.61E-06,4.26E-06,3.13E-06
49710.07438,3.65E-06,3.66E-06,7.01E-06,3.87E-06,3.19E-06
49739.74425,3.93E-06,4.04E-06,8.74E-06,3.92E-06,3.46E-06
